STU_ID,BYS87A,BYS87C,BYS87F,F1S18A,F1S18B,F1S18C,F1S18D,F1S18E
383112,1,4,4,3,3,3,3,3
383113,3,3,3,1,2,2,2,3
383115,2,2,2,2,2,2,1,2
383116,2,3,3,3,3,3,4,4
383117,2,2,NA,4,4,4,3,4
383118,NA,NA,NA,NA,NA,NA,NA,NA
383119,4,4,4,2,2,2,2,2
383120,3,4,4,2,2,2,2,2
383121,4,4,4,2,2,2,2,3
383122,2,3,3,2,1,2,2,2
383123,3,1,4,3,2,2,3,3
383124,3,4,3,1,1,1,2,2
383126,3,3,2,3,3,3,3,3
383127,2,2,2,2,2,2,3,3
383201,2,3,2,4,2,2,2,4
383202,3,4,4,NA,NA,NA,NA,NA
383203,NA,NA,NA,3,2,3,4,3
383204,NA,NA,NA,NA,NA,NA,NA,NA
383205,3,2,2,3,3,3,2,2
383206,NA,NA,NA,NA,NA,NA,NA,NA
383207,NA,NA,NA,2,2,1,2,2
383208,NA,NA,NA,2,2,1,2,3
383209,3,3,2,4,3,3,4,4
383211,NA,NA,NA,3,2,2,3,4
383212,2,3,3,3,3,2,4,3
383213,3,3,3,1,1,1,2,1
383214,2,2,2,2,3,2,3,3
383215,3,3,NA,2,1,2,3,2
383216,NA,NA,NA,NA,NA,NA,NA,NA
383217,1,1,1,NA,NA,NA,NA,NA
383218,NA,NA,NA,2,3,3,2,2
383219,NA,NA,NA,2,2,2,3,3
383220,NA,NA,NA,NA,NA,NA,NA,NA
383221,NA,NA,NA,2,2,2,2,2
383222,4,4,4,2,1,2,2,1
384101,2,2,2,NA,NA,NA,NA,NA
384102,2,3,3,3,2,3,3,3
384103,2,3,2,NA,NA,NA,NA,NA
384104,2,3,1,3,2,2,2,3
384106,4,4,4,2,2,2,3,3
384107,2,3,3,1,2,2,2,2
384108,3,3,3,2,2,3,3,3
384109,2,2,2,NA,NA,NA,NA,NA
384110,2,3,3,1,1,1,1,2
384111,4,4,4,2,2,2,4,2
384112,3,3,3,NA,NA,NA,NA,NA
384113,4,4,4,NA,NA,NA,NA,NA
384114,3,3,3,NA,NA,NA,NA,NA
384115,4,4,4,2,1,1,2,1
384116,3,3,2,NA,NA,NA,NA,NA
384117,4,4,3,NA,NA,NA,NA,NA
384118,NA,NA,NA,NA,NA,NA,NA,NA
384119,4,4,4,NA,NA,NA,NA,NA
384120,NA,NA,NA,2,3,3,3,2
384122,1,1,1,NA,NA,NA,NA,NA
384123,NA,NA,NA,4,3,4,4,4
384124,2,2,2,NA,NA,NA,NA,NA
384201,1,2,2,3,2,2,3,2
384202,3,4,3,2,2,2,2,3
384203,NA,NA,NA,3,2,2,4,4
384204,2,2,2,NA,NA,NA,NA,NA
384205,3,2,2,2,2,2,3,3
384206,2,2,2,3,3,3,3,3
384207,2,3,2,2,2,3,2,3
384208,2,3,2,2,3,3,3,4
384209,NA,NA,NA,2,1,2,2,2
384212,3,3,2,3,2,3,3,3
384213,NA,NA,NA,2,1,2,2,1
384214,3,3,2,1,1,1,2,1
384215,2,3,2,3,3,3,4,3
384216,3,4,2,2,1,1,2,2
384217,3,4,4,2,2,1,2,2
384218,NA,NA,NA,2,3,3,3,3
384219,2,2,2,2,2,2,2,2
385101,NA,NA,NA,4,4,3,4,4
385102,2,2,2,4,3,3,4,3
385103,2,3,2,2,1,2,2,3
385104,2,2,3,2,2,2,3,2
385105,2,4,3,2,1,1,2,2
385106,3,3,2,2,2,2,2,2
385107,3,2,NA,4,2,2,3,3
385108,NA,NA,NA,NA,NA,NA,NA,NA
385109,3,3,2,2,3,3,4,3
385110,1,1,1,NA,NA,NA,NA,NA
385111,2,3,3,2,3,3,3,3
385112,3,2,1,2,2,2,2,2
385113,NA,NA,NA,3,3,3,4,2
385114,2,3,2,2,2,2,2,1
385115,2,2,2,2,2,2,2,2
385116,4,3,3,4,3,3,3,4
385117,2,2,2,3,3,3,3,4
385118,2,3,3,2,1,1,2,1
385119,NA,NA,NA,1,2,2,2,2
385120,1,1,1,3,4,4,3,4
385121,3,3,2,2,2,2,3,3
385122,3,4,3,2,2,1,2,2
385123,2,2,2,2,2,3,3,3
385124,2,3,2,2,2,3,3,3
385125,3,3,2,2,1,1,3,2
385126,3,3,3,3,2,2,2,2
385127,3,1,1,4,4,4,4,4
385128,NA,NA,NA,NA,NA,NA,NA,NA
385129,3,3,4,NA,NA,NA,NA,NA
385130,3,2,1,1,2,1,3,2
385131,2,2,2,2,3,2,3,3
385201,3,2,2,NA,NA,NA,NA,NA
385202,1,2,2,NA,NA,NA,NA,NA
385203,3,4,4,NA,NA,NA,NA,NA
385204,1,1,1,4,3,4,4,4
385205,NA,NA,NA,2,2,2,3,2
385206,NA,NA,NA,NA,NA,NA,NA,NA
385207,NA,NA,NA,NA,NA,NA,NA,NA
385208,NA,NA,NA,2,2,2,2,2
385209,2,3,2,NA,NA,NA,NA,NA
385210,3,4,3,NA,NA,NA,NA,NA
385211,1,1,1,3,3,3,3,4
385212,1,2,1,3,3,3,3,3
385213,NA,NA,NA,NA,NA,NA,NA,NA
385216,NA,NA,NA,NA,NA,NA,NA,NA
385217,2,3,3,3,3,3,3,3
385218,NA,NA,NA,NA,NA,NA,NA,NA
385219,3,3,3,2,1,2,2,2
385220,1,2,1,3,3,3,3,3
385221,3,3,2,2,1,2,2,2
385222,3,3,3,NA,NA,NA,NA,NA
385223,NA,NA,NA,2,3,2,2,4
385224,3,3,3,NA,NA,NA,NA,NA
386101,3,2,3,3,3,3,NA,NA
386102,NA,NA,NA,NA,NA,NA,NA,NA
386103,3,3,4,3,2,2,3,3
386104,2,2,2,3,2,2,3,3
386105,3,2,3,3,1,2,3,2
386106,3,3,4,2,1,2,2,2
386107,3,3,2,1,1,1,2,1
386108,2,2,2,3,2,3,3,3
386109,2,NA,NA,4,3,3,4,2
386110,3,3,3,2,2,2,2,2
386111,NA,NA,NA,NA,NA,NA,NA,NA
386112,2,3,3,3,3,2,2,3
386114,NA,NA,NA,3,3,3,3,3
386115,2,2,3,2,2,2,3,3
386116,2,2,1,2,2,3,2,2
386117,2,3,2,2,2,2,2,2
386118,3,3,3,3,3,2,3,2
386119,3,3,3,3,3,3,3,3
386120,2,2,1,4,3,4,4,4
386121,NA,NA,NA,NA,NA,NA,NA,NA
386122,3,3,4,2,1,1,1,1
386123,3,4,2,NA,NA,NA,NA,NA
386201,2,2,3,2,2,2,2,2
386202,2,2,2,2,3,2,3,4
386203,3,3,2,2,2,2,2,2
386204,2,1,2,3,3,3,4,4
386205,3,3,3,1,2,1,1,3
386206,3,2,3,4,4,4,4,4
386207,2,2,1,2,3,3,4,3
386208,3,4,2,2,2,1,2,2
386209,3,4,3,1,1,1,2,1
386210,NA,NA,NA,3,3,4,3,2
386211,2,3,3,4,2,2,4,3
386212,2,3,2,3,3,3,3,3
386213,3,3,2,3,3,3,4,4
386214,2,2,2,3,3,3,3,3
386215,NA,NA,NA,4,3,3,4,3
386216,NA,NA,1,3,3,3,3,4
386217,2,3,3,3,3,3,3,3
386219,3,3,3,1,1,1,1,1
386220,3,NA,4,1,1,1,1,1
386221,3,3,2,3,3,3,4,3
386222,3,3,3,3,2,2,4,3
386223,3,2,2,2,1,1,3,2
387101,3,4,4,NA,NA,NA,NA,NA
387102,3,3,2,NA,NA,NA,NA,NA
387103,4,3,2,NA,NA,NA,NA,NA
387104,3,3,3,NA,NA,NA,NA,NA
387106,4,4,4,NA,NA,NA,NA,NA
387107,1,1,1,NA,NA,NA,NA,NA
387108,2,2,2,NA,NA,NA,NA,NA
387109,2,4,3,NA,NA,NA,NA,NA
387110,3,2,3,NA,NA,NA,NA,NA
387111,2,3,2,NA,NA,NA,NA,NA
387112,2,3,3,NA,NA,NA,NA,NA
387113,3,3,3,NA,NA,NA,NA,NA
387114,3,3,3,NA,NA,NA,NA,NA
387115,1,3,4,NA,NA,NA,NA,NA
387116,2,3,2,NA,NA,NA,NA,NA
387117,2,3,3,NA,NA,NA,NA,NA
387118,2,3,3,NA,NA,NA,NA,NA
387119,3,2,2,NA,NA,NA,NA,NA
387120,2,3,2,NA,NA,NA,NA,NA
387121,3,NA,1,NA,NA,NA,NA,NA
387122,2,NA,NA,NA,NA,NA,NA,NA
387123,3,3,2,NA,NA,NA,NA,NA
387124,3,3,3,NA,NA,NA,NA,NA
387125,NA,NA,NA,NA,NA,NA,NA,NA
387126,3,3,2,NA,NA,NA,NA,NA
387201,1,1,1,4,4,4,4,4
387202,NA,NA,NA,2,2,2,4,2
387203,3,3,2,2,2,2,2,2
387204,NA,NA,NA,3,4,3,4,4
387205,1,3,3,2,2,2,3,3
387206,2,3,2,2,2,2,3,2
387207,3,3,1,4,2,3,4,4
387208,3,3,3,2,1,1,2,2
387209,3,2,1,3,3,3,3,4
387210,3,3,3,2,2,2,2,2
387211,2,2,2,2,2,1,3,2
387213,2,3,2,2,3,3,2,3
387214,3,3,3,NA,NA,NA,NA,NA
387216,4,4,4,3,1,2,3,3
387217,NA,NA,NA,2,2,1,3,1
387218,3,3,3,4,3,3,4,3
387220,2,4,3,3,3,3,3,3
387221,2,2,3,NA,NA,NA,NA,NA
387222,2,2,2,3,3,3,4,4
387223,3,3,1,2,2,2,2,2
388101,3,4,4,1,1,1,2,2
388102,3,3,3,3,3,3,3,3
388103,NA,NA,NA,4,4,4,4,4
388105,2,4,2,1,1,1,1,1
388106,2,2,2,3,3,3,4,4
388107,2,2,2,4,4,3,3,3
388108,3,3,2,1,2,1,2,2
388109,NA,NA,NA,NA,NA,NA,NA,NA
388110,3,3,2,3,3,3,3,3
388111,1,2,1,4,4,4,4,4
388112,3,3,3,NA,NA,NA,NA,NA
388113,1,1,1,1,2,2,3,2
388114,3,3,2,4,3,2,4,2
388115,2,4,4,3,3,3,4,3
388116,NA,NA,NA,2,1,1,1,1
388117,2,2,3,2,2,1,2,3
388118,2,3,3,1,1,1,1,1
388201,3,3,3,1,1,1,1,1
388202,2,2,2,2,2,2,2,2
388203,3,3,3,2,2,2,3,2
388204,3,4,3,2,1,1,1,2
388205,2,2,1,3,2,2,3,3
388206,3,3,3,2,2,2,4,2
388208,3,3,2,NA,NA,NA,NA,NA
388209,2,2,2,2,3,2,2,2
388210,NA,NA,NA,2,2,2,3,3
388211,3,4,4,1,1,1,4,3
388213,2,3,2,2,2,1,2,2
388214,3,3,2,3,3,3,3,3
388215,2,NA,2,4,4,3,2,4
388216,2,2,2,2,2,2,3,3
389101,3,3,3,4,4,4,4,4
389102,3,3,2,2,3,3,3,4
389104,NA,NA,NA,2,3,3,4,3
389106,NA,NA,1,3,2,2,3,4
389107,4,4,4,NA,NA,NA,NA,NA
389108,NA,NA,NA,4,4,4,4,4
389109,3,3,3,NA,NA,NA,NA,NA
389110,3,3,3,2,3,3,4,3
389111,NA,NA,NA,NA,NA,NA,NA,NA
389114,2,3,3,4,4,4,3,4
389201,4,4,4,3,3,3,3,3
389202,NA,NA,NA,NA,NA,NA,NA,NA
389203,3,3,3,2,1,1,2,1
389204,3,3,4,2,1,1,1,1
389205,2,3,3,2,2,1,2,1
389206,2,2,2,3,4,4,4,4
389207,3,3,4,3,2,2,3,3
389208,3,3,2,4,4,4,4,4
389210,3,4,4,1,2,NA,2,2
389211,4,4,4,4,4,4,4,4
389212,4,4,4,3,2,3,3,3
389213,2,3,2,2,2,1,NA,2
389214,1,2,3,4,4,4,4,4
389215,4,4,4,1,2,2,2,2
389216,2,4,4,NA,NA,NA,NA,NA
389217,1,1,1,4,3,4,4,3
389218,3,4,4,4,3,3,3,3
389219,2,3,3,3,3,2,3,3
389220,3,4,3,2,1,2,3,3
389221,3,2,2,2,1,1,1,1
390101,4,4,3,NA,NA,NA,NA,NA
390102,3,4,3,NA,NA,NA,NA,NA
390103,2,1,1,NA,NA,NA,NA,NA
390104,3,3,2,NA,NA,NA,NA,NA
390105,2,2,2,NA,NA,NA,NA,NA
390106,1,3,3,NA,NA,NA,NA,NA
390107,3,3,3,NA,NA,NA,NA,NA
390108,2,4,4,NA,NA,NA,NA,NA
390109,3,3,3,NA,NA,NA,NA,NA
390110,4,4,4,NA,NA,NA,NA,NA
390111,2,4,4,NA,NA,NA,NA,NA
390112,2,3,3,NA,NA,NA,NA,NA
390113,2,3,3,NA,NA,NA,NA,NA
390114,3,3,2,NA,NA,NA,NA,NA
390115,2,3,3,NA,NA,NA,NA,NA
390116,3,3,3,NA,NA,NA,NA,NA
390117,4,4,4,NA,NA,NA,NA,NA
390118,2,4,3,NA,NA,NA,NA,NA
390120,2,4,4,NA,NA,NA,NA,NA
390121,3,3,3,NA,NA,NA,NA,NA
390122,3,2,3,NA,NA,NA,NA,NA
390123,2,2,1,NA,NA,NA,NA,NA
390124,2,2,2,NA,NA,NA,NA,NA
390202,2,3,2,3,3,3,3,2
390203,NA,2,2,3,2,4,3,4
390204,3,3,3,NA,NA,NA,NA,NA
390205,4,1,1,4,3,3,3,3
390206,3,3,3,4,3,3,4,4
390207,1,3,2,4,4,4,4,4
390208,3,3,3,2,2,2,2,3
390209,2,3,3,NA,NA,NA,NA,NA
390210,2,2,2,4,3,3,4,4
390211,3,3,4,3,3,3,3,3
390212,2,3,3,NA,NA,NA,NA,NA
390213,3,3,3,3,2,2,4,4
390214,2,2,2,4,4,4,4,4
390215,3,3,3,NA,1,2,2,NA
390216,2,3,2,2,2,2,2,2
390217,3,3,2,2,2,2,2,2
390218,2,2,2,2,2,2,2,3
390219,NA,NA,NA,NA,NA,NA,NA,NA
390220,3,3,3,3,3,3,4,4
390221,NA,NA,NA,4,3,3,4,4
391101,2,3,3,2,2,3,3,3
391102,2,2,2,3,3,3,3,3
391103,3,2,1,3,3,3,3,3
391104,2,2,3,2,2,2,2,2
391105,3,3,4,3,3,2,1,3
391106,2,4,4,3,2,2,4,4
391107,2,3,3,3,2,3,3,3
391108,3,4,2,NA,NA,NA,NA,NA
391109,3,NA,3,2,2,2,2,3
391110,2,2,3,2,3,2,2,2
391111,2,2,2,3,4,4,3,3
391112,2,2,2,2,4,3,2,4
391113,NA,NA,NA,NA,NA,NA,NA,NA
391114,4,4,4,1,1,1,1,1
391115,1,1,1,3,3,3,3,4
391116,2,2,2,3,3,3,4,4
391117,2,3,2,NA,NA,NA,NA,NA
391119,1,3,4,3,2,3,3,3
391120,1,1,1,4,4,4,4,4
391121,3,2,2,3,3,4,3,4
391122,2,2,2,NA,NA,NA,NA,NA
391123,2,3,3,3,2,3,3,4
391124,4,4,4,1,1,1,1,1
391201,2,3,3,3,3,3,3,3
391202,NA,NA,NA,2,1,2,3,2
391203,2,2,2,3,2,2,3,2
391204,NA,NA,NA,NA,NA,NA,NA,NA
391205,2,2,2,3,3,4,3,3
391206,2,1,1,NA,NA,NA,NA,NA
391207,3,4,3,3,3,3,3,3
391208,1,4,4,1,1,1,1,1
391209,2,1,1,NA,NA,NA,NA,NA
391210,3,3,3,2,2,2,2,2
391213,4,4,4,2,2,2,3,3
391214,3,3,2,3,2,2,3,4
391215,1,1,1,3,4,3,4,4
391216,3,3,3,NA,NA,NA,NA,NA
391218,3,3,3,2,2,2,2,3
391219,3,3,3,2,2,2,3,2
391220,NA,NA,NA,NA,NA,NA,NA,NA
391221,1,1,1,4,4,4,4,4
391222,4,4,4,2,2,2,2,2
391223,2,4,1,3,3,3,3,3
391224,2,2,2,3,4,3,3,3
391225,3,2,1,3,4,4,4,3
391226,3,3,3,4,2,3,3,4
392101,3,3,3,2,1,2,1,2
392102,2,3,3,NA,NA,NA,NA,NA
392103,2,2,2,2,2,2,2,2
392104,NA,NA,NA,2,3,4,2,2
392106,2,4,2,2,3,4,2,3
392107,1,3,2,NA,NA,NA,NA,NA
392108,3,3,3,NA,NA,NA,NA,NA
392109,3,2,1,2,3,3,3,3
392110,3,3,3,2,2,2,2,2
392111,3,3,2,3,3,3,3,3
392112,2,3,2,4,4,4,4,4
392113,NA,NA,NA,3,3,3,3,3
392114,2,2,2,NA,NA,NA,NA,NA
392115,3,3,2,3,2,3,3,2
392116,3,3,3,2,2,2,3,2
392117,3,NA,NA,2,2,1,2,2
392201,2,3,3,NA,NA,NA,NA,NA
392202,NA,NA,NA,2,4,4,2,3
392203,1,4,4,NA,NA,NA,NA,NA
392204,3,3,3,NA,NA,NA,NA,NA
392205,2,3,3,3,3,3,3,3
392206,2,3,3,NA,NA,NA,NA,NA
392207,2,3,3,NA,NA,NA,NA,NA
392208,2,3,3,3,3,3,3,3
392209,3,2,2,2,1,2,2,3
392210,2,2,3,4,4,4,4,4
392211,2,3,3,3,3,2,3,3
392212,3,3,4,2,1,1,2,2
392213,2,3,2,2,2,2,3,3
392214,1,1,1,1,1,1,1,1
392215,2,2,2,4,4,4,4,4
392216,4,4,3,NA,NA,NA,NA,NA
392217,3,3,2,NA,NA,NA,NA,NA
392218,2,3,3,NA,NA,NA,NA,NA
392219,2,2,2,3,2,1,3,2
392220,NA,NA,NA,NA,NA,NA,NA,NA
392221,2,2,2,2,2,2,2,2
392223,4,4,4,NA,NA,NA,NA,NA
392224,2,2,3,NA,NA,NA,NA,NA
392301,3,3,3,2,2,2,2,NA
392302,NA,NA,NA,2,2,3,4,4
392303,3,4,4,4,3,3,3,4
392304,2,2,1,4,4,3,4,4
392305,3,3,3,NA,NA,NA,NA,NA
392306,2,2,2,2,2,3,4,3
392307,2,2,2,3,3,3,3,3
392308,3,3,3,4,2,3,4,4
392309,2,2,2,3,4,3,3,3
392310,3,3,3,3,2,2,3,3
392311,2,3,2,3,4,4,4,4
392312,3,3,3,4,4,4,4,4
392313,2,1,1,2,2,1,4,4
392314,4,4,4,2,2,2,4,3
392315,2,2,2,4,3,3,4,4
392316,3,3,2,3,3,3,4,4
392317,3,4,4,4,3,4,4,4
392318,3,3,3,2,2,2,3,2
392319,3,3,3,2,2,3,3,4
392320,2,3,3,2,2,1,2,3
392321,4,4,4,2,1,1,2,2
392322,2,2,2,2,2,3,2,2
392323,3,3,4,NA,NA,NA,NA,NA
392324,3,3,3,4,3,3,4,4
393101,2,2,1,3,2,2,3,3
393102,1,1,1,NA,NA,NA,NA,NA
393103,2,2,3,4,4,3,3,4
393104,NA,NA,NA,NA,NA,NA,NA,NA
393105,3,4,4,NA,NA,NA,NA,NA
393106,2,2,2,4,4,4,4,4
393107,1,1,1,3,3,3,3,3
393108,3,3,3,2,1,2,3,2
393109,2,4,3,1,1,1,1,1
393110,2,2,2,4,3,3,4,4
393111,2,3,2,4,4,4,4,4
393112,NA,NA,1,3,4,4,3,4
393113,3,2,3,3,3,2,3,4
393114,3,3,3,3,2,2,3,3
393115,3,3,3,NA,NA,NA,NA,NA
393116,2,3,2,3,2,2,2,2
393118,4,4,4,NA,NA,NA,NA,NA
393119,2,2,2,2,3,3,3,3
393120,4,4,4,1,2,2,3,1
393202,2,3,3,1,2,2,3,2
393203,4,4,4,NA,NA,NA,NA,NA
393204,2,1,1,3,3,3,3,3
393205,NA,NA,NA,NA,NA,NA,NA,NA
393206,2,3,2,4,4,4,4,4
393207,2,2,2,3,2,2,3,2
393208,NA,NA,NA,NA,NA,NA,NA,NA
393209,3,3,3,3,3,2,3,3
393210,3,3,3,3,3,3,3,4
393211,2,1,1,3,3,3,3,3
393212,1,1,1,3,3,3,3,4
393213,4,4,4,3,3,3,3,3
393214,3,2,2,3,3,3,3,3
393215,3,4,3,3,3,3,4,3
393216,2,3,3,2,2,2,3,3
393218,1,2,2,3,2,2,3,2
393219,1,1,1,4,4,4,4,4
393220,3,2,2,4,3,3,3,3
393221,1,2,2,4,3,4,3,4
394101,3,4,4,2,2,2,2,2
394102,2,2,2,4,3,4,4,4
394103,2,3,2,3,2,2,4,4
394104,2,3,2,4,4,4,4,4
394105,2,3,4,3,4,3,4,4
394106,4,3,4,1,1,1,1,1
394108,4,1,1,4,4,4,4,4
394109,2,3,3,2,3,3,2,3
394110,NA,NA,NA,3,3,3,3,3
394111,NA,NA,NA,4,3,3,4,4
394112,NA,NA,NA,3,2,2,2,2
394113,1,1,1,4,4,4,4,4
394114,2,2,NA,2,3,3,3,3
394115,3,4,3,2,2,3,3,2
394116,2,2,2,2,2,1,1,1
394117,3,3,2,2,2,2,3,2
394118,1,2,2,2,2,2,2,4
394201,1,4,2,NA,NA,NA,NA,NA
394202,2,2,2,4,3,3,4,4
394203,NA,NA,NA,3,4,3,4,4
394204,3,4,4,4,4,4,4,4
394205,2,2,2,3,3,3,3,3
394207,2,3,3,NA,NA,NA,NA,NA
394208,3,3,2,2,3,3,3,3
394209,3,2,1,NA,NA,NA,NA,NA
394212,3,3,3,NA,NA,NA,NA,NA
394213,NA,NA,NA,2,2,1,2,1
394214,3,3,3,NA,NA,NA,NA,NA
394215,2,2,3,4,4,3,4,4
394216,3,3,3,NA,NA,NA,NA,NA
394217,4,4,2,4,4,4,4,4
394218,2,2,2,NA,NA,NA,NA,NA
394219,1,2,1,2,2,2,2,2
394220,4,4,4,3,2,3,2,3
394221,3,2,2,NA,NA,NA,NA,NA
394223,NA,NA,NA,2,2,3,3,3
394224,3,3,2,3,3,2,2,3
394226,3,3,3,3,3,3,3,3
394227,3,3,3,2,1,2,2,2
394228,2,2,2,3,3,3,3,3
394229,4,4,4,1,1,1,2,2
394230,3,4,4,NA,NA,NA,NA,NA
394231,3,2,3,4,3,4,3,4
394233,2,1,1,NA,NA,NA,NA,NA
394234,2,2,3,3,3,3,4,3
395101,2,2,2,2,2,2,3,2
395103,2,3,2,2,2,2,2,2
395104,1,3,3,NA,NA,NA,NA,NA
395105,3,3,3,2,2,2,3,2
395106,2,3,3,1,1,1,1,2
395107,1,1,1,NA,NA,NA,NA,NA
395108,2,2,2,4,4,4,4,4
395109,3,3,2,3,2,3,3,3
395110,3,3,2,1,2,2,3,3
395111,3,3,4,3,2,2,3,2
395112,2,3,2,NA,NA,NA,NA,NA
395113,NA,NA,NA,3,4,4,4,4
395114,2,4,1,2,2,2,2,2
395115,NA,NA,NA,NA,NA,NA,NA,NA
395116,3,4,4,1,1,1,2,1
395117,NA,NA,NA,1,1,1,1,1
395118,1,2,2,3,4,4,4,4
395120,3,3,2,NA,NA,NA,NA,NA
395121,2,3,2,2,2,2,3,2
395122,4,3,3,NA,NA,NA,NA,NA
395123,NA,NA,NA,2,2,2,3,2
395124,3,3,3,3,3,3,3,3
395125,2,3,3,2,2,1,2,2
395126,1,3,3,NA,NA,NA,NA,NA
395127,2,2,2,NA,NA,NA,NA,NA
395128,NA,NA,NA,NA,NA,NA,NA,NA
395129,4,4,4,1,1,1,1,1
395130,NA,NA,NA,2,1,2,2,3
395131,3,3,4,2,1,1,2,1
395132,1,1,1,NA,NA,NA,NA,NA
395201,3,3,3,2,2,2,4,1
395202,2,3,2,3,2,3,3,3
395203,2,2,3,4,3,3,4,3
395204,3,3,3,1,2,3,3,4
395205,3,3,3,2,2,2,2,3
395206,2,2,2,2,2,2,2,3
395207,3,3,4,3,2,2,3,3
395208,2,3,3,4,3,4,3,4
395209,3,3,3,NA,NA,NA,NA,NA
395210,3,2,1,2,2,3,4,4
395211,3,3,3,2,2,2,4,3
395212,2,3,3,3,3,2,4,2
395213,3,3,2,4,3,3,4,4
395214,3,4,4,2,2,2,2,3
395215,3,3,2,3,3,2,4,4
395216,NA,NA,NA,3,2,2,4,3
395217,2,3,2,2,2,1,2,2
395218,1,2,2,2,3,1,3,3
396101,2,3,3,4,4,4,4,4
396102,2,3,3,NA,NA,NA,NA,NA
396103,3,3,2,3,3,3,3,3
396104,3,3,2,3,2,2,3,2
396105,3,3,2,2,1,2,2,2
396106,2,2,2,2,2,2,2,2
396107,3,3,3,1,1,1,1,1
396108,3,2,2,2,2,2,3,3
396109,4,4,4,2,2,2,2,2
396110,1,1,1,4,4,4,4,4
396111,3,2,2,2,2,2,2,2
396112,1,1,1,4,4,4,4,4
396114,2,3,2,2,2,2,3,2
396115,2,3,2,NA,NA,NA,NA,NA
396116,1,2,1,4,3,3,4,3
396117,2,4,4,2,3,3,4,2
396118,2,2,2,3,3,3,2,3
396119,4,4,4,2,2,2,3,3
396121,3,3,3,2,2,2,3,2
396122,2,3,3,2,2,2,2,2
396123,3,2,2,4,3,3,3,4
396124,1,2,1,NA,NA,NA,NA,NA
396125,3,2,3,4,3,3,3,4
396126,2,3,3,3,2,3,3,3
396127,2,3,2,3,3,3,3,2
396201,3,3,2,3,3,2,3,3
396202,2,4,2,4,4,4,4,4
396203,2,4,2,3,3,3,3,3
396204,NA,NA,NA,3,3,3,4,3
396205,NA,NA,1,NA,NA,NA,NA,NA
396206,2,2,2,4,3,4,4,4
396207,3,2,2,NA,NA,NA,NA,NA
396208,NA,NA,NA,4,4,4,4,4
396209,2,2,2,NA,NA,NA,NA,NA
396210,NA,NA,NA,3,3,4,3,4
396211,NA,NA,NA,3,3,3,3,3
396212,NA,NA,NA,2,2,2,2,3
396213,2,2,2,2,2,2,3,3
396214,2,3,2,3,2,2,3,2
396215,NA,NA,NA,4,2,2,4,2
396216,1,3,4,3,2,1,4,3
396217,2,3,3,2,2,2,3,3
396218,3,3,3,4,3,4,3,3
396219,NA,NA,NA,4,3,3,3,4
396220,NA,NA,NA,3,3,3,3,3
396221,1,2,2,4,3,3,3,4
396222,NA,NA,NA,3,3,2,3,4
396223,2,2,1,3,3,2,3,3
396224,3,3,3,3,3,4,4,4
397102,1,2,1,4,3,3,3,4
397103,NA,NA,NA,NA,NA,NA,NA,NA
397104,2,2,1,4,4,3,4,4
397105,3,3,3,1,1,1,1,1
397107,2,3,2,2,2,2,2,2
397108,3,3,2,4,4,4,4,4
397109,2,2,2,3,2,2,3,3
397110,2,2,2,1,2,2,3,2
397111,3,3,3,4,4,4,4,4
397112,3,4,4,1,1,1,2,1
397113,3,2,3,2,2,3,2,3
397114,NA,NA,NA,NA,NA,NA,NA,NA
397115,NA,NA,NA,2,2,1,3,2
397116,3,3,2,NA,NA,NA,NA,NA
397117,3,3,3,2,2,2,2,2
397119,2,3,3,1,2,2,2,3
397120,1,2,1,4,4,3,4,4
397121,4,4,3,1,1,1,2,1
397122,2,3,2,2,1,1,2,2
397123,NA,NA,NA,NA,NA,NA,NA,NA
397124,3,3,2,2,1,1,1,2
397125,2,3,3,3,2,2,3,3
397126,2,3,2,2,3,3,3,2
397201,2,2,1,3,3,3,3,3
397202,2,2,2,NA,NA,NA,NA,NA
397203,3,3,3,1,2,2,3,1
397204,3,4,4,2,3,2,2,2
397205,3,2,2,3,4,4,4,4
397207,3,3,4,4,4,3,4,4
397208,2,2,2,2,2,1,3,2
397209,4,4,4,1,1,1,1,3
397211,NA,NA,NA,2,2,2,2,1
397212,2,2,2,4,3,4,4,3
397213,3,3,2,2,2,3,2,3
397214,3,3,2,3,2,3,3,3
397215,2,2,2,2,3,3,3,3
397216,2,3,3,2,2,2,2,2
397217,3,3,2,3,3,2,4,3
397219,2,3,3,2,2,2,3,2
397220,3,3,3,2,2,2,2,2
397221,3,3,2,2,2,2,2,2
397222,4,4,4,2,2,2,2,2
398101,4,4,2,4,4,4,4,4
398102,3,3,2,3,2,2,4,3
398103,3,3,3,4,4,4,4,4
398104,2,2,2,NA,NA,NA,NA,NA
398105,3,3,1,4,3,3,4,4
398106,2,3,3,4,2,3,3,4
398107,2,2,2,NA,NA,NA,NA,NA
398108,3,3,3,2,1,2,2,2
398109,3,3,2,2,2,2,3,2
398110,4,3,3,1,1,1,1,1
398111,2,3,2,3,3,2,3,4
398112,2,3,2,4,3,4,4,4
398113,NA,NA,NA,1,1,2,2,2
398114,3,3,3,4,3,3,3,4
398115,3,3,3,NA,NA,NA,NA,NA
398116,3,3,4,2,2,2,2,3
398201,NA,NA,NA,2,1,1,2,1
398202,2,2,2,3,3,3,3,3
398203,2,2,2,2,2,2,2,1
398204,NA,NA,NA,NA,NA,NA,NA,NA
398205,3,3,3,2,2,3,2,3
